,acousticness,instrumentalness,key,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Emotion
7,0.948,3.02e-05,1,0.392,0.0972,3.02e-05,1,0.104,-14.029,1,0.0378,117.244,3,0.117,1
8,0.673,0.000157,10,0.25,0.136,0.000157,10,0.107,-12.162,1,0.037,118.086,4,0.0981,1
9,0.717,0.0,3,0.332,0.334,0.0,3,0.111,-6.353,1,0.0363,123.129,3,0.0906,1
10,0.799,0.0,4,0.392,0.301,0.0,4,0.119,-6.853,0,0.0305,75.007,4,0.116,1
11,0.676,6.12e-05,9,0.532,0.492,6.12e-05,9,0.086,-9.255,1,0.0312,79.242,4,0.366,1
12,0.74,0.0,2,0.587,0.35,0.0,2,0.156,-10.954,1,0.0318,74.479,4,0.17,1
13,0.115,1.22e-05,4,0.604,0.605,1.22e-05,4,0.305,-8.516,1,0.0352,147.925,4,0.647,1
14,0.0367,7.45e-06,4,0.581,0.446,7.45e-06,4,0.293,-9.236,1,0.0316,135.793,4,0.249,1
15,0.854,0.00545,0,0.431,0.158,0.00545,0,0.111,-13.792,1,0.0351,119.822,3,0.212,1
16,0.0142,0.0,0,0.316,0.769,0.0,0,0.0928,-5.283,0,0.0422,122.507,4,0.127,1
17,0.553,0.00933,1,0.669,0.359,0.00933,1,0.0818,-8.716,0,0.0273,134.052,5,0.265,1
18,0.731,0.0013,7,0.764,0.326,0.0013,7,0.24,-9.883,1,0.0342,123.98,3,0.237,1
19,0.819,0.0,2,0.527,0.452,0.0,2,0.102,-7.844,1,0.0293,103.851,4,0.311,1
20,0.242,0.0,4,0.592,0.678,0.0,4,0.182,-4.411,0,0.248,83.976,4,0.208,1
21,0.942,0.323,1,0.379,0.306,0.323,1,0.123,-14.446,1,0.0305,147.902,4,0.157,1
22,0.023,0.0,7,0.546,0.814,0.0,7,0.0972,-5.146,1,0.0314,104.98,4,0.146,1
23,0.284,0.000538,1,0.722,0.595,0.000538,1,0.0694,-9.928,0,0.0415,79.98,4,0.738,1
24,0.0541,0.0,10,0.544,0.55,0.0,10,0.243,-6.756,0,0.0248,144.028,4,0.246,1
25,0.309,0.000961,10,0.421,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3,0.161,1
26,0.11,4.89e-06,4,0.463,0.755,4.89e-06,4,0.103,-7.244,1,0.0634,145.319,4,0.252,1
27,0.512,2.42e-05,0,0.493,0.643,2.42e-05,0,0.209,-5.19,1,0.0299,144.717,4,0.3,1
28,0.41,0.0,9,0.596,0.397,0.0,9,0.114,-10.092,1,0.0259,146.059,4,0.146,1
29,0.0518,0.0,5,0.268,0.742,0.0,5,0.626,-4.939,1,0.0355,159.779,4,0.416,1
30,0.513,0.00207,4,0.484,0.554,0.00207,4,0.0533,-7.064,0,0.0324,121.619,4,0.235,1
31,0.105,7.97e-06,9,0.476,0.443,7.97e-06,9,0.123,-7.563,1,0.0282,72.888,4,0.165,1
32,0.56,0.0,11,0.441,0.644,0.0,11,0.109,-5.774,1,0.0363,141.733,4,0.349,1
33,0.694,0.0,4,0.585,0.303,0.0,4,0.115,-10.058,1,0.0398,136.703,3,0.142,1
34,0.259,0.0,0,0.624,0.41,0.0,0,0.171,-8.694,1,0.0353,130.105,4,0.678,1
35,0.39,1.03e-06,6,0.686,0.688,1.03e-06,6,0.0924,-4.981,0,0.0254,123.125,4,0.493,1
36,0.732,1.97e-05,7,0.595,0.507,1.97e-05,7,0.106,-7.892,1,0.0618,86.099,4,0.337,1
37,0.25,0.0,0,0.764,0.487,0.0,0,0.184,-6.734,1,0.0281,116.027,4,0.352,1
38,0.916,0.0,3,0.61,0.446,0.0,3,0.221,-6.258,1,0.0655,133.56,3,0.611,1
39,0.0561,0.875,7,0.46,0.479,0.875,7,0.117,-9.261,1,0.0311,135.289,4,0.109,1
40,0.811,1.74e-06,3,0.554,0.3,1.74e-06,3,0.101,-12.292,1,0.0319,128.067,4,0.264,1
41,0.88,0.000346,10,0.309,0.179,0.000346,10,0.117,-17.077,1,0.0337,121.498,4,0.167,1
42,0.87,0.0,8,0.63,0.208,0.0,8,0.115,-11.36,1,0.0328,133.965,4,0.495,1
43,0.114,2.78e-06,5,0.491,0.482,2.78e-06,5,0.626,-6.564,1,0.0281,112.704,4,0.407,1
44,0.683,0.0,6,0.622,0.175,0.0,6,0.109,-9.866,1,0.156,136.365,1,0.376,1
45,0.241,0.0,9,0.672,0.623,0.0,9,0.0848,-5.699,1,0.0297,92.018,4,0.617,1
46,0.584,1.12e-06,4,0.534,0.492,1.12e-06,4,0.185,-8.905,1,0.0261,82.465,3,0.328,1
47,0.718,2.18e-05,8,0.56,0.475,2.18e-05,8,0.0994,-9.05,1,0.173,84.899,4,0.308,1
48,0.507,1.23e-06,9,0.399,0.681,1.23e-06,9,0.102,-6.457,1,0.031,109.716,4,0.347,1
49,0.633,1.76e-05,0,0.675,0.479,1.76e-05,0,0.088,-9.87,0,0.0278,81.998,4,0.454,1
50,0.953,0.00342,4,0.432,0.261,0.00342,4,0.0903,-12.591,1,0.0512,89.567,4,0.273,1
51,0.827,2.95e-05,10,0.582,0.253,2.95e-05,10,0.091,-11.43,1,0.0259,90.184,4,0.294,1
52,0.103,6.14e-05,4,0.445,0.71,6.14e-05,4,0.169,-6.819,1,0.0275,148.011,4,0.468,1
53,0.177,5.87e-06,9,0.45,0.877,5.87e-06,9,0.0454,-3.744,1,0.0602,178.041,4,0.167,1
54,0.0294,0.0,9,0.323,0.614,0.0,9,0.0832,-10.067,1,0.0365,83.331,3,0.306,1
55,0.0367,0.0,2,0.558,0.719,0.0,2,0.115,-5.113,1,0.0267,112.027,4,0.371,1
56,0.00174,0.00114,7,0.486,0.592,0.00114,7,0.0935,-5.176,1,0.0298,113.228,4,0.329,1
57,0.949,0.0,0,0.547,0.24,0.0,0,0.106,-7.674,1,0.0338,119.332,4,0.185,1
58,0.735,0.00038,3,0.665,0.205,0.00038,3,0.105,-13.02,1,0.0329,77.982,4,0.362,1
59,0.0513,0.00426,10,0.266,0.74,0.00426,10,0.162,-7.972,0,0.0788,48.578,4,0.5,1
60,0.907,0.183,0,0.547,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.169,1
61,0.779,0.000106,3,0.679,0.238,0.000106,3,0.118,-12.103,1,0.0303,110.985,4,0.129,1
62,0.0596,0.0,9,0.34,0.412,0.0,9,0.117,-13.727,0,0.0268,69.857,4,0.402,1
63,0.839,0.0,0,0.591,0.406,0.0,0,0.258,-8.466,0,0.0331,143.869,4,0.334,1
64,0.669,0.0,9,0.642,0.289,0.0,9,0.18,-9.918,1,0.0367,84.996,4,0.407,1
65,0.0237,6.41e-05,8,0.5,0.665,6.41e-05,8,0.0994,-7.157,1,0.0355,154.997,4,0.32,1
66,0.0757,1.04e-05,1,0.571,0.505,1.04e-05,1,0.109,-9.312,0,0.0238,99.562,4,0.276,1
67,0.214,8.33e-05,9,0.556,0.595,8.33e-05,9,0.125,-4.51,1,0.0275,104.001,4,0.144,1
68,0.932,0.0,0,0.612,0.28,0.0,0,0.088,-8.648,1,0.0434,72.795,4,0.387,1
69,0.0151,0.0,5,0.637,0.843,0.0,5,0.0876,-5.413,1,0.0432,109.012,4,0.434,1
70,0.359,0.0,2,0.574,0.824,0.0,2,0.0816,-6.885,1,0.0463,149.981,4,0.434,1
71,0.193,1.76e-06,6,0.477,0.471,1.76e-06,6,0.131,-10.036,1,0.0277,81.204,4,0.423,1
72,0.271,3.09e-05,11,0.307,0.425,3.09e-05,11,0.11,-8.924,0,0.0372,108.693,4,0.136,1
73,0.707,3.75e-06,4,0.433,0.364,3.75e-06,4,0.171,-8.842,1,0.0293,98.981,1,0.0385,1
74,0.0909,0.0,4,0.407,0.612,0.0,4,0.0914,-5.359,1,0.0496,159.527,4,0.133,1
75,0.562,0.0,11,0.592,0.637,0.0,11,0.13,-8.48,1,0.0992,159.701,4,0.565,1
76,0.474,0.0,2,0.781,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,4,0.591,1
77,0.578,3.05e-06,5,0.457,0.573,3.05e-06,5,0.114,-3.866,0,0.0275,76.193,4,0.0992,1
78,0.0575,4.47e-06,6,0.447,0.592,4.47e-06,6,0.13,-3.015,0,0.0319,78.039,4,0.283,1
79,0.327,0.0,10,0.59,0.562,0.0,10,0.135,-5.8,1,0.029,119.429,4,0.271,1
80,0.163,3.76e-06,3,0.4,0.558,3.76e-06,3,0.0879,-7.393,1,0.038,81.271,4,0.376,1
81,0.569,2.9e-06,0,0.355,0.478,2.9e-06,0,0.194,-8.323,1,0.0335,102.971,4,0.269,1
82,0.891,0.0191,2,0.33,0.161,0.0191,2,0.101,-15.495,1,0.0355,67.398,3,0.13,1
83,0.125,8.8e-05,2,0.338,0.175,8.8e-05,2,0.108,-17.104,1,0.0319,152.604,3,0.201,1
84,0.844,5.3e-06,4,0.306,0.214,5.3e-06,4,0.0839,-12.518,1,0.0356,66.98,4,0.108,1
85,0.116,1.23e-06,3,0.529,0.741,1.23e-06,3,0.0736,-5.661,1,0.0268,100.004,4,0.455,1
86,0.183,0.0,7,0.475,0.432,0.0,7,0.161,-7.844,1,0.0302,94.605,4,0.648,1
87,0.16,0.0,0,0.287,0.562,0.0,0,0.103,-7.549,1,0.0304,147.622,4,0.126,1
88,0.844,1.87e-05,7,0.608,0.37,1.87e-05,7,0.112,-9.207,1,0.0306,127.631,4,0.349,1
89,0.671,0.0,11,0.273,0.355,0.0,11,0.669,-8.107,1,0.031,90.997,5,0.333,1
90,0.113,2.53e-06,0,0.622,0.645,2.53e-06,0,0.181,-5.678,0,0.0355,67.457,4,0.189,1
91,0.827,0.00223,9,0.514,0.292,0.00223,9,0.0926,-11.768,0,0.0291,90.459,4,0.157,1
92,0.885,0.349,9,0.264,0.122,0.349,9,0.094,-15.399,1,0.0349,148.658,4,0.0735,1
93,0.637,9.66e-06,9,0.329,0.104,9.66e-06,9,0.113,-12.422,1,0.0369,114.43,5,0.0351,1
94,0.0349,6.8e-06,4,0.549,0.801,6.8e-06,4,0.102,-4.734,1,0.0312,135.724,4,0.471,1
95,0.407,0.0,2,0.425,0.596,0.0,2,0.147,-5.909,1,0.0356,145.977,4,0.214,1
96,0.872,0.00298,4,0.501,0.104,0.00298,4,0.116,-25.111,1,0.0355,154.801,4,0.302,1
97,0.553,0.00122,9,0.687,0.399,0.00122,9,0.167,-12.73,1,0.0301,134.975,4,0.247,1
98,0.263,0.0,11,0.393,0.547,0.0,11,0.104,-7.776,1,0.0291,129.677,4,0.307,1
99,0.0529,0.0,1,0.535,0.73,0.0,1,0.253,-5.574,1,0.355,74.89,4,0.723,1
100,0.256,1.4e-05,3,0.526,0.709,1.4e-05,3,0.132,-5.076,1,0.0392,134.041,4,0.215,1
101,0.2,4.56e-05,4,0.489,0.561,4.56e-05,4,0.179,-7.933,1,0.0274,83.457,3,0.238,1
102,0.00121,0.000401,4,0.529,0.86,0.000401,4,0.582,-6.386,1,0.0528,128.511,4,0.383,1
103,0.00572,0.000845,11,0.443,0.727,0.000845,11,0.106,-4.455,1,0.0315,151.93,4,0.407,1
104,0.182,2.08e-05,0,0.404,0.571,2.08e-05,0,0.129,-5.069,1,0.0303,147.01,4,0.29,1
105,0.414,0.00143,0,0.398,0.547,0.00143,0,0.146,-6.846,1,0.0261,73.396,4,0.305,1
106,0.0603,1.75e-05,5,0.485,0.726,1.75e-05,5,0.225,-4.2,1,0.0327,140.781,4,0.288,1
107,0.0041,0.0,1,0.315,0.751,0.0,1,0.0984,-5.74,0,0.0517,119.566,4,0.272,1
108,0.841,0.661,3,0.418,0.249,0.661,3,0.112,-13.744,1,0.0301,82.803,4,0.213,1
109,0.981,0.0294,9,0.216,0.187,0.0294,9,0.133,-16.937,1,0.0394,137.013,3,0.0856,1
110,0.33,9.45e-05,0,0.509,0.547,9.45e-05,0,0.358,-6.132,1,0.0299,125.889,3,0.282,1
111,0.0766,1.33e-05,0,0.645,0.708,1.33e-05,0,0.125,-6.456,1,0.0372,97.514,4,0.547,1
112,0.99,0.898,8,0.544,0.0508,0.898,8,0.123,-22.612,1,0.0427,132.0,4,0.166,1
113,0.874,0.000563,2,0.491,0.272,0.000563,2,0.127,-11.627,1,0.0283,111.642,4,0.101,1
114,0.346,0.000302,2,0.778,0.547,0.000302,2,0.132,-7.273,1,0.0489,95.002,4,0.441,1
115,0.08,0.0,9,0.457,0.406,0.0,9,0.117,-7.462,1,0.0291,151.95,3,0.208,1
116,0.439,2.43e-05,8,0.512,0.396,2.43e-05,8,0.117,-8.729,1,0.0297,139.031,4,0.281,1
117,0.23,0.0,3,0.584,0.429,0.0,3,0.0708,-9.289,1,0.028,138.884,4,0.355,1
118,0.524,0.0,7,0.849,0.531,0.0,7,0.0693,-5.534,1,0.258,91.927,4,0.77,1
119,0.0651,2.03e-05,10,0.352,0.896,2.03e-05,10,0.973,-4.436,0,0.0635,143.835,4,0.238,1
120,0.869,0.0,9,0.238,0.265,0.0,9,0.135,-9.198,1,0.032,76.902,4,0.111,1
121,0.694,0.0,1,0.526,0.328,0.0,1,0.112,-9.864,1,0.0461,116.068,4,0.11,1
122,0.165,0.0,2,0.325,0.816,0.0,2,0.0729,-3.714,1,0.0633,207.673,4,0.579,1
123,0.679,0.000443,0,0.34,0.209,0.000443,0,0.101,-11.869,1,0.0279,137.042,4,0.151,1
124,0.349,0.00202,6,0.71,0.467,0.00202,6,0.0728,-7.229,0,0.0364,140.022,4,0.359,1
125,0.493,0.000747,1,0.354,0.182,0.000747,1,0.115,-16.348,1,0.0292,85.198,4,0.254,1
126,0.785,0.0,5,0.447,0.393,0.0,5,0.28,-8.65,1,0.038,73.139,3,0.564,1
127,0.862,3.28e-05,5,0.38,0.269,3.28e-05,5,0.112,-9.722,1,0.0327,165.697,4,0.0831,1
128,0.681,0.00113,6,0.256,0.459,0.00113,6,0.0809,-6.914,1,0.0306,200.326,3,0.38,1
129,0.389,0.00354,8,0.579,0.347,0.00354,8,0.0915,-13.108,1,0.0289,132.057,4,0.129,1
130,0.269,0.0,10,0.64,0.743,0.0,10,0.101,-4.08,1,0.0379,122.035,4,0.361,1
131,0.24,0.0,5,0.344,0.509,0.0,5,0.083,-6.607,0,0.0722,76.004,4,0.529,1
132,0.698,2.89e-05,8,0.324,0.208,2.89e-05,8,0.11,-8.848,1,0.0288,166.366,3,0.193,1
133,0.313,0.0,4,0.711,0.292,0.0,4,0.131,-15.523,0,0.037,103.951,4,0.194,1
134,0.564,0.0,2,0.463,0.355,0.0,2,0.0963,-10.751,1,0.0304,134.894,4,0.39,1
135,0.901,0.0,0,0.291,0.206,0.0,0,0.906,-11.829,1,0.0446,56.315,3,0.222,1
136,0.188,0.0,7,0.605,0.609,0.0,7,0.0982,-7.063,1,0.0278,119.914,4,0.275,1
137,0.899,0.0,9,0.452,0.179,0.0,9,0.178,-11.165,1,0.0824,121.488,4,0.103,1
138,0.195,0.0,8,0.435,0.658,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184,1
139,0.252,0.00101,4,0.602,0.24,0.00101,4,0.219,-18.565,1,0.0306,79.99,4,0.208,1
140,0.2,2.15e-06,9,0.537,0.84,2.15e-06,9,0.0998,-4.626,1,0.0363,124.269,4,0.211,1
141,0.458,0.0,6,0.615,0.154,0.0,6,0.118,-13.752,1,0.0282,91.616,4,0.214,1
142,0.0367,0.0,7,0.86,0.657,0.0,7,0.162,-6.725,1,0.0864,111.112,4,0.295,1
143,0.0217,1.08e-06,2,0.476,0.736,1.08e-06,2,0.203,-5.38,1,0.0343,129.084,4,0.251,1
144,0.554,0.0216,7,0.591,0.336,0.0216,7,0.118,-11.889,1,0.0471,126.394,4,0.353,1
145,0.118,0.000293,5,0.388,0.694,0.000293,5,0.082,-5.769,1,0.0735,145.434,5,0.365,1
146,0.00842,0.0,5,0.527,0.671,0.0,5,0.268,-5.032,0,0.0283,136.03,4,0.331,1
147,0.0273,0.0,0,0.532,0.686,0.0,0,0.0903,-6.238,1,0.0254,131.962,4,0.304,1
148,0.304,0.0,1,0.611,0.507,0.0,1,0.107,-7.975,1,0.0305,119.92,4,0.175,1
149,0.548,2.38e-06,4,0.632,0.67,2.38e-06,4,0.0521,-8.877,1,0.027,97.098,4,0.342,1
150,0.212,1.59e-05,9,0.498,0.251,1.59e-05,9,0.107,-13.734,0,0.0299,93.546,4,0.419,1
151,0.53,0.0,9,0.66,0.479,0.0,9,0.102,-7.364,1,0.247,80.027,4,0.471,1
152,0.172,6.42e-06,7,0.692,0.496,6.42e-06,7,0.107,-7.332,1,0.0241,97.945,4,0.376,1
153,0.61,0.00188,9,0.588,0.477,0.00188,9,0.122,-12.71,0,0.0492,150.396,4,0.488,1
154,0.659,0.0,10,0.532,0.495,0.0,10,0.0754,-6.662,1,0.0343,124.936,4,0.308,1
155,0.421,0.0,9,0.383,0.389,0.0,9,0.0709,-10.54,1,0.0279,128.222,4,0.179,1
156,0.0184,0.431,1,0.613,0.639,0.431,1,0.0948,-9.681,0,0.0288,117.97,4,0.244,1
157,0.259,1.37e-06,10,0.541,0.602,1.37e-06,10,0.125,-6.033,1,0.0257,81.32,4,0.446,1
158,0.00132,6.98e-06,11,0.653,0.774,6.98e-06,11,0.0835,-6.366,1,0.0341,109.997,4,0.611,1
159,0.891,0.15,0,0.497,0.232,0.15,0,0.133,-13.361,1,0.0284,138.024,4,0.104,1
160,0.23,0.00018,3,0.499,0.73,0.00018,3,0.378,-2.831,1,0.0367,90.058,4,0.381,1
161,0.189,0.0,0,0.521,0.702,0.0,0,0.0962,-5.189,1,0.0331,127.976,4,0.25,1
162,0.0148,0.00523,2,0.531,0.906,0.00523,2,0.193,-3.227,1,0.0409,118.94,4,0.148,1
163,0.00667,0.00497,9,0.248,0.663,0.00497,9,0.0498,-8.167,1,0.0293,148.95,3,0.51,1
164,0.295,0.0,4,0.423,0.391,0.0,4,0.175,-6.517,1,0.0262,137.031,3,0.166,1
165,0.929,0.00909,10,0.131,0.166,0.00909,10,0.15,-14.231,0,0.0429,74.381,3,0.0361,1
166,0.354,0.0,2,0.55,0.587,0.0,2,0.128,-6.279,1,0.0329,165.975,4,0.466,1
167,0.164,1.54e-05,7,0.577,0.607,1.54e-05,7,0.106,-6.033,1,0.038,152.009,4,0.163,1
168,0.599,0.0112,5,0.577,0.749,0.0112,5,0.183,-7.215,0,0.0279,130.969,4,0.261,1
169,0.727,1.71e-05,5,0.56,0.442,1.71e-05,5,0.11,-7.224,1,0.0243,146.448,4,0.212,1
170,0.0421,0.0,5,0.513,0.805,0.0,5,0.208,-6.918,1,0.0466,89.963,4,0.69,1
171,0.365,0.0,7,0.479,0.545,0.0,7,0.0963,-7.346,1,0.0688,74.897,4,0.244,1
172,0.474,0.0,2,0.586,0.421,0.0,2,0.13,-8.869,1,0.0294,137.941,4,0.17,1
173,0.272,0.0,11,0.508,0.72,0.0,11,0.0563,-5.908,0,0.0628,79.983,4,0.472,1
174,0.898,1.18e-06,11,0.496,0.378,1.18e-06,11,0.109,-7.878,1,0.0336,144.092,3,0.335,1
175,0.417,0.0,2,0.386,0.452,0.0,2,0.0881,-7.715,1,0.0278,169.837,3,0.287,1
176,0.665,0.000471,7,0.375,0.422,0.000471,7,0.702,-9.197,1,0.0322,133.051,4,0.0886,1
177,0.465,0.0,7,0.594,0.479,0.0,7,0.0829,-6.671,1,0.0268,120.301,4,0.0879,1
178,0.928,1.4e-06,1,0.423,0.0657,1.4e-06,1,0.0922,-14.421,1,0.0386,98.489,3,0.105,1
179,0.124,0.0,5,0.519,0.625,0.0,5,0.227,-3.736,0,0.0288,139.885,4,0.138,1
180,0.217,0.0,9,0.209,0.872,0.0,9,0.0768,-2.996,1,0.0757,78.139,4,0.294,1
181,0.271,0.0,4,0.421,0.633,0.0,4,0.113,-6.837,1,0.0433,155.715,3,0.161,1
182,0.808,0.913,6,0.61,0.275,0.913,6,0.403,-10.644,1,0.028,94.088,4,0.552,1
183,0.862,9.74e-06,11,0.49,0.193,9.74e-06,11,0.113,-9.544,1,0.0421,89.154,4,0.184,1
184,0.372,0.00472,8,0.432,0.438,0.00472,8,0.129,-8.743,1,0.0276,119.812,4,0.207,1
185,0.964,0.0,4,0.526,0.166,0.0,4,0.229,-15.227,1,0.0859,131.375,4,0.549,1
186,0.867,3.49e-06,2,0.453,0.146,3.49e-06,2,0.0945,-8.976,1,0.0343,137.905,3,0.0915,1
187,0.371,7.43e-05,7,0.363,0.355,7.43e-05,7,0.0814,-9.877,1,0.0457,180.364,4,0.19,1
188,0.671,1.21e-06,2,0.582,0.507,1.21e-06,2,0.136,-9.021,1,0.0313,83.019,4,0.217,1
189,0.893,1.53e-05,7,0.476,0.3,1.53e-05,7,0.0732,-10.737,1,0.0277,144.163,4,0.304,1
190,0.262,7.18e-05,7,0.601,0.365,7.18e-05,7,0.246,-9.205,1,0.0261,71.95,4,0.234,1
191,0.379,0.0,2,0.55,0.543,0.0,2,0.0927,-8.395,1,0.0408,82.761,4,0.562,1
192,0.222,0.0,0,0.671,0.511,0.0,0,0.0994,-7.023,1,0.0232,102.263,4,0.378,1
193,0.157,3.34e-06,1,0.479,0.554,3.34e-06,1,0.111,-6.963,1,0.0281,75.889,4,0.233,1
194,0.282,1.16e-06,2,0.536,0.65,1.16e-06,2,0.0876,-5.603,1,0.0337,147.93,4,0.288,1
195,0.373,1.03e-06,10,0.325,0.421,1.03e-06,10,0.126,-8.859,1,0.0278,104.146,4,0.39,1
196,0.367,5.78e-06,0,0.644,0.626,5.78e-06,0,0.155,-7.243,1,0.0258,128.029,4,0.388,1
197,0.0284,0.205,2,0.481,0.712,0.205,2,0.108,-6.485,1,0.0314,103.993,4,0.122,1
198,0.0781,5.63e-06,8,0.324,0.463,5.63e-06,8,0.103,-7.247,1,0.0336,125.295,3,0.2,1
199,0.431,0.0,2,0.566,0.766,0.0,2,0.102,-5.036,1,0.0399,168.005,4,0.547,1
200,0.00155,7.34e-05,4,0.544,0.802,7.34e-05,4,0.122,-4.152,1,0.0282,130.022,4,0.59,1
201,0.917,0.00156,6,0.504,0.29,0.00156,6,0.1,-9.397,1,0.0337,81.259,4,0.216,1
202,0.679,0.000797,5,0.351,0.142,0.000797,5,0.107,-14.556,1,0.0394,85.87,4,0.182,1
203,0.0303,0.0,5,0.787,0.715,0.0,5,0.0689,-5.982,1,0.0304,119.98,4,0.379,1
204,0.61,2.94e-05,11,0.618,0.134,2.94e-05,11,0.101,-24.163,0,0.0355,129.923,4,0.271,1
205,0.857,2.89e-06,2,0.407,0.147,2.89e-06,2,0.0913,-8.822,1,0.0355,141.284,3,0.0765,1
206,0.554,0.0,1,0.561,0.436,0.0,1,0.217,-8.375,1,0.0285,96.032,4,0.308,1
207,0.906,0.0,11,0.508,0.371,0.0,11,0.165,-6.9,1,0.0327,101.914,4,0.503,1
208,0.432,0.0,1,0.636,0.4,0.0,1,0.438,-6.625,0,0.0302,110.167,4,0.423,1
209,0.0934,0.0549,1,0.129,0.374,0.0549,1,0.102,-8.421,0,0.0321,181.053,4,0.0389,1
210,0.353,0.00899,11,0.343,0.366,0.00899,11,0.0721,-8.149,0,0.0281,115.988,4,0.0771,1
211,0.305,0.0,3,0.466,0.466,0.0,3,0.165,-7.416,1,0.0323,141.719,4,0.271,1
212,0.167,0.0,8,0.414,0.574,0.0,8,0.115,-3.884,1,0.0304,71.796,4,0.155,1
213,0.201,0.0,7,0.415,0.661,0.0,7,0.143,-4.629,1,0.0296,156.177,4,0.283,1
214,0.464,0.00747,7,0.499,0.583,0.00747,7,0.0971,-9.191,1,0.0322,151.999,4,0.194,1
215,0.555,0.000246,7,0.435,0.489,0.000246,7,0.107,-7.519,1,0.0301,169.861,4,0.178,1
216,0.000456,3.16e-05,9,0.416,0.658,3.16e-05,9,0.125,-5.249,0,0.0282,74.594,4,0.184,1
217,0.261,5.08e-05,4,0.482,0.472,5.08e-05,4,0.17,-5.802,1,0.0336,138.705,4,0.299,1
218,0.714,7.94e-05,0,0.453,0.349,7.94e-05,0,0.0835,-11.077,1,0.0289,107.791,4,0.302,1
219,0.294,0.0,4,0.376,0.548,0.0,4,0.179,-10.58,0,0.0287,76.02,4,0.24,1
220,0.906,0.793,4,0.503,0.269,0.793,4,0.114,-13.487,1,0.0293,152.128,4,0.171,1
221,0.23,0.00018,3,0.499,0.73,0.00018,3,0.378,-2.831,1,0.0367,90.058,4,0.381,1
222,0.00123,0.0,1,0.546,0.884,0.0,1,0.22,-4.638,1,0.0458,140.07,4,0.633,1
223,0.693,0.915,4,0.545,0.161,0.915,4,0.111,-14.754,1,0.0463,85.668,4,0.17,1
224,0.124,0.0,1,0.783,0.6,0.0,1,0.123,-5.42,1,0.103,121.893,4,0.346,1
225,0.647,0.00185,6,0.487,0.279,0.00185,6,0.11,-11.586,0,0.0265,139.362,4,0.162,1
226,0.157,0.0,5,0.302,0.401,0.0,5,0.0859,-7.937,1,0.0293,142.984,4,0.243,1
227,0.0158,0.0,6,0.423,0.572,0.0,6,0.231,-5.109,1,0.0347,165.394,4,0.17,1
228,0.733,0.00438,2,0.562,0.385,0.00438,2,0.11,-7.279,1,0.0258,99.142,4,0.2,1
229,0.00987,0.0,8,0.484,0.784,0.0,8,0.0986,-3.976,1,0.0308,95.937,4,0.141,1
230,0.664,7.57e-06,8,0.403,0.45,7.57e-06,8,0.0946,-6.314,1,0.0297,147.694,3,0.116,1
231,0.149,0.000428,2,0.646,0.431,0.000428,2,0.108,-9.287,1,0.029,145.855,4,0.248,1
232,0.903,0.000104,11,0.385,0.176,0.000104,11,0.328,-11.495,0,0.0313,140.029,4,0.0719,1
233,0.76,7.3e-05,1,0.285,0.186,7.3e-05,1,0.104,-12.729,1,0.0288,153.848,4,0.203,1
234,0.589,0.0,3,0.598,0.287,0.0,3,0.0981,-9.218,1,0.0298,143.898,4,0.185,1
235,0.132,0.000643,8,0.439,0.489,0.000643,8,0.114,-6.286,1,0.0368,143.808,4,0.253,1
236,0.889,8.62e-05,7,0.376,0.295,8.62e-05,7,0.115,-12.525,1,0.0377,107.054,4,0.0754,1
237,0.961,0.114,5,0.358,0.224,0.114,5,0.116,-13.263,1,0.0312,107.852,4,0.072,1
238,0.14,0.0,3,0.505,0.763,0.0,3,0.0949,-5.386,1,0.0297,156.024,4,0.446,1
239,0.922,0.0,8,0.422,0.264,0.0,8,0.132,-7.064,1,0.0322,119.93,4,0.331,1
240,0.00146,0.0,6,0.519,0.638,0.0,6,0.1,-6.232,1,0.0321,106.949,4,0.272,1
241,0.562,0.0282,0,0.416,0.403,0.0282,0,0.113,-10.478,1,0.0291,105.807,4,0.169,1
242,0.205,0.0,7,0.708,0.641,0.0,7,0.0925,-4.271,1,0.0336,113.082,4,0.253,1
243,0.111,3.57e-06,0,0.583,0.655,3.57e-06,0,0.113,-5.407,1,0.0315,119.759,4,0.201,1
244,0.0119,0.0,2,0.204,0.811,0.0,2,0.0908,-4.326,1,0.0313,87.903,4,0.296,1
245,0.682,0.000215,7,0.373,0.406,0.000215,7,0.0946,-9.076,1,0.0294,94.226,4,0.146,1
246,0.255,0.0,10,0.63,0.894,0.0,10,0.181,-4.592,1,0.0544,142.051,4,0.364,1
247,0.794,2.76e-05,10,0.469,0.335,2.76e-05,10,0.0931,-7.494,0,0.0291,75.108,3,0.158,1
248,0.651,0.897,10,0.609,0.618,0.897,10,0.152,-11.667,0,0.0279,129.988,4,0.541,1
249,0.57,0.000669,1,0.665,0.446,0.000669,1,0.082,-11.884,1,0.0439,141.94,4,0.172,1
250,0.156,0.0366,9,0.386,0.181,0.0366,9,0.16,-11.387,1,0.0322,93.226,4,0.194,1
251,0.458,0.0,3,0.667,0.381,0.0,3,0.116,-7.494,1,0.0294,135.979,4,0.199,1
