,acousticness,instrumentalness,key,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Emotion
25,0.00532,0.000597,6,0.716,0.729,0.000597,6,0.313,-5.726,0,0.0375,124.003,4,0.498,2
26,0.0918,0.00492,9,0.588,0.893,0.00492,9,0.245,-3.338,0,0.0644,127.951,4,0.35,2
27,0.0654,0.000182,4,0.582,0.872,0.000182,4,0.0436,-0.936,0,0.0462,106.038,4,0.196,2
28,0.18,4.9e-06,4,0.759,0.41,4.9e-06,4,0.0567,-8.676,0,0.0401,119.969,4,0.454,2
29,0.00158,0.102,3,0.549,0.758,0.102,3,0.154,-8.675,0,0.0516,142.032,4,0.434,2
30,0.00241,5.53e-06,8,0.564,0.89,5.53e-06,8,0.325,-4.54,1,0.186,112.013,4,0.509,2
31,0.00392,0.0,6,0.55,0.866,0.0,6,0.349,-2.554,0,0.0581,164.006,4,0.365,2
32,0.001,0.731,6,0.503,0.734,0.731,6,0.0931,-5.313,0,0.0388,140.091,4,0.0934,2
33,0.0821,0.000311,9,0.763,0.877,0.000311,9,0.0643,-5.593,0,0.0516,124.033,4,0.835,2
34,0.00569,1.93e-05,11,0.468,0.887,1.93e-05,11,0.0528,-2.936,0,0.046,86.016,4,0.222,2
35,0.176,0.00368,3,0.592,0.604,0.00368,3,0.178,-7.504,0,0.0353,114.029,4,0.213,2
36,0.0491,0.00189,7,0.682,0.767,0.00189,7,0.0768,-5.752,0,0.104,127.933,4,0.4,2
37,0.029,8.22e-05,11,0.505,0.89,8.22e-05,11,0.11,-3.767,0,0.0436,133.955,4,0.31,2
38,0.0952,0.105,4,0.7,0.738,0.105,4,0.0816,-3.559,0,0.0467,150.039,4,0.314,2
39,0.0502,0.00228,1,0.696,0.526,0.00228,1,0.099,-5.895,0,0.0392,113.008,4,0.311,2
40,0.46,0.0,11,0.639,0.931,0.0,11,0.0942,-1.73,1,0.0708,126.084,4,0.471,2
41,0.00226,0.000208,11,0.535,0.961,0.000208,11,0.39,-3.068,1,0.102,159.883,4,0.283,2
42,0.0137,0.000387,11,0.763,0.825,0.000387,11,0.385,-4.104,1,0.0366,125.005,4,0.364,2
43,0.0378,8.03e-05,9,0.713,0.771,8.03e-05,9,0.221,-4.562,0,0.201,114.93,4,0.42,2
44,0.0061,0.253,10,0.618,0.804,0.253,10,0.309,-6.793,1,0.0294,150.022,4,0.17,2
45,0.00308,7.98e-06,7,0.545,0.65,7.98e-06,7,0.122,-5.853,0,0.0315,143.937,4,0.121,2
46,0.0121,0.0068,10,0.603,0.977,0.0068,10,0.123,-2.461,1,0.109,150.019,4,0.175,2
47,0.00873,0.000957,2,0.645,0.742,0.000957,2,0.0833,-4.928,0,0.11,150.087,4,0.263,2
48,0.0498,0.0,3,0.55,0.689,0.0,3,0.207,-7.76,0,0.094,99.904,4,0.408,2
49,0.101,2.66e-05,4,0.488,0.725,2.66e-05,4,0.118,-6.133,0,0.141,83.341,4,0.51,2
50,0.00411,2.41e-05,2,0.635,0.945,2.41e-05,2,0.314,-2.298,1,0.036,125.024,4,0.686,2
51,0.00422,1.43e-05,2,0.44,0.78,1.43e-05,2,0.367,-4.011,1,0.278,78.121,4,0.256,2
52,0.0447,0.000224,0,0.693,0.905,0.000224,0,0.354,-5.608,1,0.0383,104.989,4,0.399,2
53,0.00623,1.68e-06,7,0.712,0.835,1.68e-06,7,0.843,-4.676,1,0.0487,153.956,4,0.741,2
54,0.00978,0.0106,9,0.682,0.935,0.0106,9,0.122,-1.503,0,0.0336,125.995,4,0.412,2
55,0.00954,0.00317,0,0.643,0.765,0.00317,0,0.0411,-6.044,1,0.0336,111.972,4,0.353,2
56,0.238,0.0,4,0.71,0.732,0.0,4,0.146,-5.266,0,0.0381,125.032,4,0.128,2
57,0.199,0.124,9,0.63,0.928,0.124,9,0.148,-2.787,0,0.0331,123.963,4,0.465,2
58,0.162,0.0,0,0.549,0.832,0.0,0,0.117,-3.424,0,0.0964,168.025,4,0.19,2
59,0.148,3.4e-06,0,0.673,0.894,3.4e-06,0,0.141,-2.73,1,0.0594,118.894,4,0.63,2
60,0.0271,0.0179,11,0.656,0.939,0.0179,11,0.321,-1.277,0,0.0479,108.086,4,0.528,2
61,0.185,0.0,0,0.424,0.765,0.0,0,0.118,-5.402,0,0.099,92.634,4,0.505,2
62,0.197,0.0,3,0.456,0.777,0.0,3,0.112,-5.97,1,0.055,102.968,4,0.285,2
63,0.012,1.01e-06,8,0.706,0.897,1.01e-06,8,0.343,-2.539,0,0.0349,125.002,4,0.626,2
64,0.0193,3.82e-05,0,0.456,0.701,3.82e-05,0,0.0497,-5.104,0,0.102,154.139,4,0.381,2
65,0.00768,3.12e-05,11,0.573,0.874,3.12e-05,11,0.232,-3.283,0,0.0301,123.922,4,0.776,2
66,0.00801,2.79e-05,7,0.419,0.521,2.79e-05,7,0.109,-12.038,1,0.147,142.341,4,0.265,2
67,0.101,0.018,9,0.695,0.955,0.018,9,0.0969,-4.358,0,0.0395,122.009,4,0.778,2
68,0.0134,0.0,7,0.528,0.876,0.0,7,0.0881,-3.328,0,0.109,145.115,4,0.7,2
69,0.0257,0.0108,7,0.754,0.866,0.0108,7,0.124,-5.37,1,0.0641,125.981,4,0.488,2
70,0.0611,0.000251,0,0.732,0.564,0.000251,0,0.106,-8.49,1,0.0372,120.008,4,0.358,2
71,0.0324,0.0113,8,0.739,0.734,0.0113,8,0.101,-6.092,1,0.0476,123.996,4,0.709,2
72,0.0837,1.98e-06,7,0.647,0.879,1.98e-06,7,0.538,-0.93,1,0.0831,126.042,4,0.427,2
73,0.0235,0.0,10,0.72,0.748,0.0,10,0.369,-5.522,0,0.393,145.22,4,0.246,2
74,0.0812,0.0,0,0.756,0.589,0.0,0,0.176,-5.093,1,0.232,146.928,4,0.811,2
75,0.000609,0.00013,7,0.613,0.771,0.00013,7,0.416,-6.963,1,0.0292,92.029,4,0.605,2
76,0.021,7.94e-06,10,0.635,0.875,7.94e-06,10,0.139,-6.221,1,0.0512,126.034,4,0.545,2
77,0.0331,3.59e-06,1,0.567,0.834,3.59e-06,1,0.0652,-4.319,0,0.0581,101.016,4,0.34,2
78,0.00763,0.0,7,0.723,0.816,0.0,7,0.126,-4.486,1,0.0759,117.993,4,0.235,2
79,0.0861,0.000634,8,0.509,0.897,0.000634,8,0.0625,-3.418,0,0.0454,149.864,4,0.283,2
80,0.0037,0.0,1,0.454,0.846,0.0,1,0.105,-4.577,0,0.0764,128.064,4,0.216,2
81,0.0165,0.00293,7,0.654,0.952,0.00293,7,0.355,-3.231,1,0.0432,127.997,4,0.588,2
82,0.0625,0.0,7,0.657,0.893,0.0,7,0.0688,-2.416,1,0.0739,127.992,4,0.514,2
83,0.22,0.000116,5,0.681,0.789,0.000116,5,0.135,-5.071,0,0.0349,124.007,4,0.625,2
84,0.0246,2.21e-05,9,0.552,0.663,2.21e-05,9,0.111,-7.512,1,0.0372,128.05,4,0.111,2
85,0.00937,0.00254,5,0.683,0.61,0.00254,5,0.327,-5.203,0,0.0344,125.984,4,0.428,2
86,0.000973,0.000512,7,0.653,0.934,0.000512,7,0.144,-2.878,1,0.295,127.029,4,0.561,2
87,0.0292,0.0052,5,0.499,0.79,0.0052,5,0.0802,-5.187,0,0.0763,133.515,4,0.614,2
88,0.0262,0.00989,9,0.578,0.8,0.00989,9,0.11,-6.519,1,0.0572,127.931,4,0.457,2
89,0.0617,2.7e-05,10,0.769,0.782,2.7e-05,10,0.0828,-3.929,1,0.0678,111.063,4,0.363,2
90,0.0184,0.0,5,0.603,0.879,0.0,5,0.156,-4.098,1,0.124,110.125,4,0.318,2
91,0.138,0.101,2,0.467,0.963,0.101,2,0.0938,-1.563,1,0.192,160.135,4,0.394,2
92,0.055,0.0,6,0.602,0.797,0.0,6,0.187,-5.084,0,0.0534,92.928,4,0.492,2
93,0.00552,0.0,0,0.735,0.664,0.0,0,0.0755,-5.297,0,0.0331,122.888,4,0.578,2
94,0.074,0.0,11,0.29,0.766,0.0,11,0.525,-4.476,0,0.0804,85.767,4,0.133,2
95,0.514,2.9e-05,8,0.753,0.676,2.9e-05,8,0.557,-7.15,0,0.218,150.994,4,0.586,2
96,0.044,1.71e-06,10,0.57,0.831,1.71e-06,10,0.0806,-3.062,1,0.0728,159.977,4,0.355,2
97,0.0247,0.723,1,0.677,0.683,0.723,1,0.0404,-7.997,1,0.0342,125.997,4,0.181,2
98,0.0019,0.0,10,0.457,0.899,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298,2
99,0.0587,4.69e-05,4,0.8,0.645,4.69e-05,4,0.171,-6.928,0,0.0434,115.988,4,0.437,2
100,0.014,0.0,0,0.605,0.771,0.0,0,0.0978,-3.799,1,0.0716,147.937,4,0.406,2
101,0.0675,0.0067,2,0.489,0.912,0.0067,2,0.353,-6.381,1,0.271,187.756,4,0.517,2
102,0.279,0.000189,7,0.534,0.778,0.000189,7,0.279,-3.513,0,0.0568,149.977,4,0.383,2
103,0.0894,0.0,4,0.68,0.745,0.0,4,0.0758,-5.626,0,0.0798,126.047,4,0.26,2
104,0.0238,0.0132,5,0.411,0.81,0.0132,5,0.216,-5.047,0,0.0743,110.041,4,0.468,2
105,0.0508,6.18e-06,6,0.574,0.826,6.18e-06,6,0.0995,-4.811,0,0.0957,119.684,4,0.2,2
106,0.0024,0.145,7,0.734,0.691,0.145,7,0.121,-5.618,0,0.0385,125.0,4,0.0397,2
107,0.0672,0.0,0,0.727,0.858,0.0,0,0.1,-3.028,1,0.0333,117.962,4,0.57,2
108,0.198,0.0,9,0.716,0.79,0.0,9,0.397,-5.329,1,0.0572,99.934,4,0.719,2
109,0.0152,0.0222,7,0.725,0.699,0.0222,7,0.116,-6.376,0,0.0575,132.042,4,0.661,2
110,0.0225,1.81e-06,5,0.632,0.575,1.81e-06,5,0.104,-6.478,1,0.029,90.037,4,0.188,2
111,0.00687,0.0,5,0.785,0.682,0.0,5,0.634,-5.94,1,0.137,105.16,4,0.345,2
112,0.00994,1.78e-05,0,0.538,0.936,1.78e-05,0,0.126,-0.814,0,0.0802,155.022,4,0.57,2
113,0.0292,0.00237,8,0.736,0.806,0.00237,8,0.485,-4.714,0,0.147,127.984,4,0.404,2
114,0.00189,0.0,10,0.628,0.877,0.0,10,0.228,-3.016,0,0.041,142.034,4,0.199,2
115,0.453,0.00867,5,0.698,0.909,0.00867,5,0.0966,-2.713,0,0.0336,121.987,4,0.439,2
116,0.00908,1.66e-06,6,0.613,0.879,1.66e-06,6,0.108,-4.649,1,0.0729,76.966,4,0.497,2
117,0.0427,1.32e-05,9,0.5,0.677,1.32e-05,9,0.171,-7.237,1,0.0869,163.951,4,0.23,2
118,0.0554,0.0,7,0.678,0.771,0.0,7,0.192,-5.437,0,0.311,95.122,4,0.522,2
119,0.0175,0.00302,9,0.616,0.796,0.00302,9,0.184,-5.603,1,0.135,126.079,3,0.247,2
120,0.321,0.0,1,0.678,0.748,0.0,1,0.305,-7.626,1,0.0436,123.009,4,0.532,2
121,0.00497,0.23,1,0.518,0.908,0.23,1,0.077,-8.252,1,0.0423,126.011,4,0.193,2
122,0.108,0.000784,1,0.518,0.836,0.000784,1,0.0806,-3.727,1,0.0332,154.886,4,0.745,2
123,0.0411,0.0,1,0.691,0.749,0.0,1,0.281,-6.779,0,0.0839,144.974,4,0.331,2
124,0.00849,0.0,11,0.729,0.544,0.0,11,0.176,-8.51,0,0.141,112.928,4,0.338,2
125,0.0202,0.0,8,0.488,0.715,0.0,8,0.1,-4.587,1,0.06,95.996,4,0.361,2
126,0.229,0.0,0,0.588,0.603,0.0,0,0.0934,-6.044,0,0.0556,97.045,4,0.458,2
127,0.0331,4.85e-06,9,0.756,0.92,4.85e-06,9,0.0716,-3.211,0,0.0844,125.962,4,0.518,2
128,0.0141,7.07e-05,8,0.622,0.746,7.07e-05,8,0.0872,-6.138,0,0.123,89.981,4,0.552,2
129,0.178,0.00118,0,0.671,0.729,0.00118,0,0.114,-4.387,1,0.0269,124.999,4,0.478,2
130,0.00664,0.0817,9,0.554,0.528,0.0817,9,0.211,-6.912,1,0.0501,149.86,4,0.44,2
131,0.146,0.0,7,0.348,0.768,0.0,7,0.113,-3.455,0,0.0566,95.722,4,0.365,2
132,0.532,0.0,6,0.636,0.833,0.0,6,0.117,-4.036,1,0.237,160.103,4,0.513,2
133,0.06,0.000694,0,0.67,0.837,0.000694,0,0.159,-4.031,1,0.0362,105.003,4,0.71,2
134,0.00457,0.0,1,0.381,0.668,0.0,1,0.0877,-4.328,0,0.0326,75.004,4,0.104,2
135,0.0684,0.000139,6,0.572,0.799,0.000139,6,0.428,-2.867,0,0.125,167.941,4,0.317,2
136,0.105,0.0,4,0.562,0.906,0.0,4,0.145,-2.085,1,0.0758,124.146,4,0.674,2
137,0.045,0.0,1,0.528,0.874,0.0,1,0.0888,-3.028,0,0.0456,105.042,4,0.376,2
138,0.134,1.01e-06,10,0.596,0.746,1.01e-06,10,0.299,-4.411,0,0.076,99.03,4,0.473,2
139,0.329,0.0,1,0.611,0.543,0.0,1,0.281,-5.288,0,0.0672,174.862,4,0.561,2
140,0.00428,0.114,4,0.745,0.772,0.114,4,0.0722,-3.949,1,0.0904,133.113,4,0.17,2
141,0.0154,0.0,6,0.658,0.88,0.0,6,0.235,-4.582,0,0.0845,90.018,4,0.831,2
142,0.0981,0.0,11,0.661,0.909,0.0,11,0.305,-2.323,0,0.0494,125.021,4,0.643,2
143,0.019,6.8e-05,4,0.533,0.923,6.8e-05,4,0.0878,-1.807,1,0.0586,124.031,4,0.199,2
144,0.223,0.00019,11,0.36,0.847,0.00019,11,0.147,-3.931,1,0.109,89.915,4,0.501,2
145,0.00726,0.00207,2,0.629,0.983,0.00207,2,0.345,-2.044,0,0.217,126.014,4,0.422,2
146,0.00367,0.0453,6,0.745,0.717,0.0453,6,0.104,-6.621,1,0.0353,130.011,4,0.242,2
147,0.00848,2.05e-05,10,0.561,0.946,2.05e-05,10,0.0635,-0.899,1,0.128,109.891,4,0.3,2
148,0.00336,3.24e-05,4,0.631,0.708,3.24e-05,4,0.0551,-6.592,0,0.0343,139.992,4,0.315,2
149,0.0186,0.0587,1,0.577,0.911,0.0587,1,0.159,-4.449,1,0.0512,160.036,4,0.543,2
150,0.00273,2.69e-05,4,0.466,0.682,2.69e-05,4,0.0972,-9.648,0,0.0355,125.97,4,0.323,2
151,0.123,0.058,7,0.542,0.868,0.058,7,0.0953,-3.886,1,0.0321,125.997,4,0.253,2
152,0.139,0.949,10,0.552,0.915,0.949,10,0.146,-4.421,0,0.0616,160.02,4,0.126,2
153,0.013,1.49e-05,0,0.708,0.827,1.49e-05,0,0.504,-4.591,0,0.0453,120.015,4,0.367,2
154,0.196,0.0,1,0.606,0.707,0.0,1,0.188,-6.333,1,0.0425,154.943,4,0.275,2
155,0.576,4.01e-05,1,0.689,0.725,4.01e-05,1,0.14,-4.665,1,0.0445,100.025,4,0.565,2
156,0.0102,0.00108,1,0.793,0.726,0.00108,1,0.755,-5.42,1,0.068,117.98,4,0.578,2
157,0.0245,0.000146,9,0.529,0.72,0.000146,9,0.195,-6.226,0,0.0462,105.015,4,0.105,2
158,0.0502,0.000584,8,0.629,0.882,0.000584,8,0.0971,-5.231,1,0.0449,105.004,4,0.436,2
159,0.416,0.0,7,0.443,0.726,0.0,7,0.369,-3.745,1,0.167,119.824,4,0.37,2
160,0.0093,0.0864,11,0.734,0.917,0.0864,11,0.323,-4.879,0,0.0642,104.04,4,0.535,2
161,0.014,0.000354,8,0.69,0.839,0.000354,8,0.0668,-3.869,1,0.0365,127.991,4,0.366,2
162,0.0734,2.87e-05,0,0.803,0.585,2.87e-05,0,0.201,-5.39,1,0.087,146.02,4,0.241,2
163,0.151,0.0,7,0.679,0.662,0.0,7,0.376,-5.861,1,0.0773,90.054,4,0.365,2
164,0.0056,0.0,10,0.622,0.622,0.0,10,0.326,-7.259,1,0.0289,102.055,4,0.257,2
165,0.0856,2.14e-05,7,0.673,0.85,2.14e-05,7,0.112,-4.998,0,0.115,117.986,4,0.274,2
166,0.263,0.0,11,0.664,0.886,0.0,11,0.319,-4.519,1,0.161,123.96,4,0.519,2
167,0.0159,9.1e-05,6,0.601,0.845,9.1e-05,6,0.0845,-4.417,0,0.0415,99.991,4,0.187,2
168,0.00275,0.0,9,0.508,0.875,0.0,9,0.319,-3.262,0,0.0615,160.039,4,0.14,2
169,0.14,0.0,4,0.515,0.857,0.0,4,0.0724,-3.783,1,0.0787,128.052,4,0.304,2
170,0.0105,3.81e-05,5,0.844,0.703,3.81e-05,5,0.13,-4.944,1,0.0418,118.017,4,0.708,2
171,0.291,0.0,5,0.568,0.942,0.0,5,0.112,-4.071,0,0.443,112.502,4,0.821,2
172,0.092,0.0,9,0.426,0.84,0.0,9,0.308,-3.998,0,0.0873,149.556,4,0.522,2
173,0.0406,0.0,5,0.69,0.843,0.0,5,0.0745,-2.855,1,0.0772,124.99,4,0.333,2
174,0.0887,0.0,1,0.715,0.769,0.0,1,0.113,-5.763,1,0.198,96.008,4,0.617,2
175,0.0165,0.00297,1,0.46,0.69,0.00297,1,0.295,-6.943,1,0.0757,159.892,4,0.535,2
176,0.0376,1.2e-05,4,0.763,0.857,1.2e-05,4,0.158,-5.271,1,0.0844,107.978,4,0.318,2
177,0.0712,2.94e-05,9,0.692,0.857,2.94e-05,9,0.126,-1.05,1,0.0281,118.017,4,0.488,2
178,0.0171,0.0,6,0.708,0.908,0.0,6,0.0814,-3.579,0,0.184,90.026,4,0.85,2
179,0.0851,0.0,4,0.478,0.748,0.0,4,0.104,-4.589,0,0.226,159.773,4,0.227,2
180,0.0865,9.03e-05,3,0.786,0.69,9.03e-05,3,0.238,-4.665,1,0.04,122.006,4,0.485,2
181,0.0232,0.0,2,0.573,0.875,0.0,2,0.356,-4.057,0,0.0523,149.974,4,0.235,2
182,0.00535,5.09e-05,0,0.762,0.558,5.09e-05,0,0.0944,-6.863,1,0.0498,125.997,4,0.433,2
183,0.0037,0.000395,8,0.586,0.756,0.000395,8,0.134,-4.408,1,0.038,122.011,4,0.277,2
184,0.0112,0.000597,8,0.595,0.711,0.000597,8,0.101,-5.091,0,0.0428,110.367,4,0.459,2
185,0.135,0.0,2,0.732,0.48,0.0,2,0.127,-6.776,1,0.171,120.05,4,0.638,2
186,0.228,0.000317,9,0.77,0.76,0.000317,9,0.0992,-7.379,0,0.0425,119.963,4,0.368,2
187,0.0388,0.000152,11,0.735,0.78,0.000152,11,0.322,-6.901,0,0.0422,110.003,4,0.308,2
188,0.0221,0.000363,6,0.678,0.608,0.000363,6,0.296,-7.138,0,0.0645,135.056,4,0.263,2
189,0.42,0.0,0,0.758,0.827,0.0,0,0.105,-3.735,1,0.128,104.985,4,0.631,2
190,0.00351,3.11e-05,11,0.64,0.682,3.11e-05,11,0.101,-6.313,0,0.0277,99.999,4,0.25,2
191,0.0706,0.0139,1,0.738,0.901,0.0139,1,0.0753,-2.212,1,0.0452,109.987,4,0.646,2
192,0.0158,0.00874,8,0.678,0.944,0.00874,8,0.18,-2.339,0,0.0681,129.929,4,0.518,2
193,0.000486,0.0438,7,0.55,0.763,0.0438,7,0.56,-6.338,1,0.0437,173.889,4,0.373,2
194,0.0174,0.00026,10,0.734,0.713,0.00026,10,0.133,-6.298,1,0.0375,123.946,4,0.209,2
195,0.107,0.00167,5,0.681,0.922,0.00167,5,0.0938,-3.592,1,0.0779,156.071,4,0.566,2
196,0.000483,0.00451,3,0.573,0.951,0.00451,3,0.172,-1.376,0,0.0421,150.063,4,0.408,2
197,0.00225,8.21e-05,5,0.663,0.855,8.21e-05,5,0.0943,-6.017,0,0.0399,121.958,4,0.367,2
198,0.316,0.0,5,0.519,0.829,0.0,5,0.0759,-5.121,0,0.0901,123.659,4,0.633,2
199,0.0324,0.0,11,0.614,0.839,0.0,11,0.131,-3.05,1,0.0429,110.009,4,0.351,2
200,0.0102,0.0,0,0.708,0.754,0.0,0,0.136,-6.709,1,0.0468,139.966,4,0.286,2
201,0.0181,2.5e-06,1,0.718,0.704,2.5e-06,1,0.318,-8.122,0,0.0337,100.997,4,0.625,2
202,0.288,1.47e-05,7,0.659,0.643,1.47e-05,7,0.0659,-4.9,0,0.0353,126.021,4,0.559,2
203,0.0722,8.21e-06,3,0.505,0.785,8.21e-06,3,0.211,-4.472,0,0.0439,160.008,4,0.181,2
204,0.225,0.0,7,0.629,0.806,0.0,7,0.392,-4.535,1,0.0608,120.04,4,0.825,2
205,0.194,2.63e-06,7,0.434,0.887,2.63e-06,7,0.173,-4.393,0,0.349,117.728,4,0.405,2
206,0.217,3.3e-06,2,0.62,0.713,3.3e-06,2,0.222,-4.753,1,0.0342,137.957,4,0.451,2
207,0.479,0.0,10,0.555,0.783,0.0,10,0.0838,-1.888,1,0.112,149.785,4,0.329,2
208,0.0743,0.0,5,0.618,0.835,0.0,5,0.649,-4.027,1,0.0486,119.87,4,0.666,2
209,0.00204,0.413,2,0.818,0.731,0.413,2,0.0525,-3.679,1,0.115,124.011,4,0.461,2
210,0.012,0.0215,6,0.706,0.682,0.0215,6,0.166,-9.4,0,0.0969,113.987,4,0.187,2
211,0.035,0.00156,6,0.706,0.822,0.00156,6,0.618,-5.114,0,0.069,119.997,4,0.419,2
212,0.0132,0.000334,8,0.704,0.819,0.000334,8,0.11,-4.241,1,0.227,119.006,4,0.644,2
213,0.0149,1.02e-05,5,0.692,0.774,1.02e-05,5,0.141,-4.228,0,0.0917,128.033,4,0.771,2
214,0.05,0.00175,9,0.665,0.762,0.00175,9,0.334,-6.117,1,0.0334,128.0,4,0.654,2
215,0.00595,0.13,11,0.507,0.83,0.13,11,0.52,-3.728,0,0.0848,87.522,4,0.387,2
216,0.158,0.0,2,0.712,0.791,0.0,2,0.144,-5.624,0,0.234,126.016,4,0.379,2
217,0.0948,0.00295,8,0.414,0.898,0.00295,8,0.152,-4.975,1,0.177,76.514,5,0.222,2
218,0.131,0.0,7,0.748,0.627,0.0,7,0.0852,-6.029,1,0.0644,120.963,4,0.524,2
219,0.303,1.17e-05,2,0.782,0.764,1.17e-05,2,0.433,-4.591,0,0.0572,111.968,4,0.526,2
220,0.00618,0.0,5,0.725,0.671,0.0,5,0.0781,-7.903,0,0.0685,105.045,4,0.617,2
221,0.129,0.000163,7,0.517,0.788,0.000163,7,0.332,-4.398,1,0.0432,124.908,4,0.406,2
222,0.179,0.0022,11,0.713,0.911,0.0022,11,0.159,-2.347,0,0.046,140.031,4,0.496,2
223,0.0113,4.6e-05,6,0.733,0.665,4.6e-05,6,0.193,-7.239,1,0.164,106.993,4,0.619,2
224,0.359,0.0,2,0.665,0.902,0.0,2,0.0789,-2.093,1,0.0432,110.04,4,0.393,2
225,0.0148,0.000217,0,0.712,0.663,0.000217,0,0.0621,-5.326,1,0.0739,114.995,4,0.509,2
226,0.0197,4.65e-05,6,0.586,0.891,4.65e-05,6,0.241,-3.799,1,0.0409,120.031,4,0.512,2
227,0.0899,4.31e-05,8,0.766,0.665,4.31e-05,8,0.0648,-6.892,1,0.101,131.769,4,0.849,2
228,0.122,0.0,10,0.782,0.636,0.0,10,0.0819,-8.975,0,0.502,112.938,5,0.699,2
229,0.0119,0.0,8,0.537,0.749,0.0,8,0.154,-4.725,1,0.109,100.088,4,0.299,2
230,0.011,0.0231,2,0.371,0.912,0.0231,2,0.113,-3.681,1,0.0508,130.135,4,0.402,2
231,0.032,0.000113,7,0.56,0.896,0.000113,7,0.262,-3.691,0,0.0673,123.987,4,0.3,2
232,0.186,0.0,7,0.509,0.712,0.0,7,0.102,-5.747,1,0.111,99.831,4,0.653,2
233,0.371,2.24e-06,5,0.752,0.783,2.24e-06,5,0.0784,-4.019,1,0.0631,123.926,4,0.665,2
234,0.128,0.0,11,0.747,0.799,0.0,11,0.0541,-4.066,0,0.0405,104.02,4,0.551,2
235,0.0464,0.0323,2,0.727,0.88,0.0323,2,0.216,-10.779,1,0.12,94.979,4,0.628,2
236,0.193,0.0,10,0.691,0.673,0.0,10,0.264,-5.513,1,0.082,151.116,4,0.516,2
237,0.0653,6.84e-05,0,0.689,0.788,6.84e-05,0,0.396,-4.32,0,0.0765,99.979,4,0.661,2
238,0.0325,0.000823,5,0.695,0.643,0.000823,5,0.104,-5.081,0,0.0321,107.005,4,0.376,2
239,0.0068,0.000215,10,0.578,0.607,0.000215,10,0.306,-7.088,1,0.044,139.855,4,0.361,2
240,0.0428,0.0,2,0.69,0.876,0.0,2,0.147,-4.159,1,0.059,123.994,4,0.493,2
241,0.0141,0.00692,6,0.63,0.748,0.00692,6,0.132,-6.314,1,0.0525,110.002,4,0.481,2
242,0.0614,0.0,10,0.727,0.773,0.0,10,0.0838,-6.524,1,0.061,100.011,4,0.574,2
243,0.0636,0.0,11,0.438,0.785,0.0,11,0.331,-5.482,1,0.254,79.81,4,0.326,2
244,0.292,0.0,6,0.418,0.821,0.0,6,0.0778,-4.76,0,0.101,83.575,4,0.231,2
245,0.219,0.0,9,0.484,0.813,0.0,9,0.106,-6.987,0,0.101,74.956,4,0.554,2
246,0.132,9.64e-06,7,0.738,0.814,9.64e-06,7,0.126,-4.414,0,0.0999,119.041,4,0.483,2
247,0.0323,0.0,5,0.645,0.741,0.0,5,0.29,-4.989,0,0.0339,123.07,4,0.534,2
248,0.0134,1.98e-05,6,0.355,0.852,1.98e-05,6,0.0774,-3.966,0,0.0632,143.925,4,0.173,2
249,0.0314,2.2e-05,7,0.591,0.737,2.2e-05,7,0.0987,-4.925,1,0.0309,105.034,4,0.43,2
250,0.0319,0.89,6,0.42,0.934,0.89,6,0.0951,-4.505,0,0.0647,149.991,4,0.156,2
251,0.033,9.27e-06,9,0.602,0.769,9.27e-06,9,0.102,-5.194,1,0.0667,160.098,4,0.331,2
252,0.448,0.0,6,0.767,0.862,0.0,6,0.0806,-3.157,1,0.0799,125.997,4,0.767,2
253,0.00536,0.0,9,0.663,0.691,0.0,9,0.401,-6.619,0,0.154,117.037,4,0.123,2
254,0.134,0.00162,0,0.539,0.739,0.00162,0,0.161,-5.264,1,0.0575,123.827,4,0.627,2
255,0.022,0.000148,9,0.481,0.664,0.000148,9,0.711,-8.124,0,0.106,84.913,4,0.466,2
256,0.0143,0.0,1,0.626,0.748,0.0,1,0.123,-5.899,1,0.0345,121.067,4,0.223,2
257,0.0535,8.88e-05,9,0.45,0.948,8.88e-05,9,0.882,-2.503,0,0.302,89.942,4,0.674,2
258,0.0313,0.0,6,0.708,0.868,0.0,6,0.122,-3.287,1,0.0431,124.994,4,0.72,2
259,0.2,0.0,10,0.765,0.783,0.0,10,0.346,-3.73,1,0.0688,102.03,4,0.751,2
260,0.0108,0.0,0,0.625,0.91,0.0,0,0.662,-2.583,0,0.107,122.067,4,0.328,2
261,0.00318,1.36e-06,5,0.635,0.862,1.36e-06,5,0.195,-4.655,0,0.0819,102.024,4,0.402,2
262,0.0919,0.0,0,0.568,0.767,0.0,0,0.3,-3.634,1,0.0461,129.931,4,0.275,2
263,0.374,0.0,9,0.746,0.585,0.0,9,0.182,-6.264,1,0.135,105.044,4,0.308,2
264,0.165,0.0,9,0.531,0.704,0.0,9,0.102,-5.958,0,0.0706,90.004,4,0.549,2
265,0.151,0.000724,1,0.775,0.722,0.000724,1,0.058,-3.502,1,0.0463,124.037,4,0.649,2
266,0.031,0.0,7,0.706,0.723,0.0,7,0.0839,-6.143,0,0.0375,116.991,4,0.472,2
267,0.0128,0.0,0,0.688,0.931,0.0,0,0.307,-3.561,1,0.178,124.059,4,0.471,2
268,0.102,0.0183,3,0.774,0.807,0.0183,3,0.41,-3.992,1,0.045,117.969,4,0.526,2
269,0.0582,1.14e-05,0,0.652,0.635,1.14e-05,0,0.0764,-4.415,0,0.0352,100.021,4,0.601,2
